title,full_text,generated
"헬레니즘, 알렉산드리아와 로마의 자연과학",고대 그리스의 프톨레마이오스의 천문학과 갈레노스의 의학.,1
분자 궤도,설명을 위해 가장 간단한 분자인 formula_20을 예시로 들어보겠습니다. 전자와 핵의 배치는 아래 그림과 같습니다.,1
팹리스 반도체 기업,"비공개 기업 투자를 통해 중소 기업이 성장하면서, 숙련된 공학자들이 칩 설계에 몰두하며 기업가의 열정을 발휘하게 되었다.",1
니혼쨩,"스튜디오 이표에서 공개된 플래시 게임 '역전 재판' 패러디 작품은 처음에는 극동 아시아 뉴스판으로 기획되었으나, 니혼쨩 작가와 화가의 참여로 니혼쨩 캐릭터가 등장하는 게임이 되었고, 이것이 니혼쨩 인지도를 높이는 데 기여했다.",1
임효준,"1996년 대구에서 태어난 그는 대구 계성초등학교를 졸업하고 경신중학교를 다녔다가 서울로 이사하여 오륜중학교, 동북고등학교를 거쳐 현재 한국체육대학교에 재학 중이다.",1
쇼니 노리요리,"노리요리는 형의 죽음으로 가독을 이어받았지만, 가키쓰의 난에서 아카마쓰 미쓰스케 동생 노리시게를 숨겨주고 조선으로 탈출시킨 혐의로 막부의 추토 명령을 받아 쫓기게 되었다.",1
로마 약탈 (1527년),"신성 로마 제국 군대가 로마 성벽을 넘어 도시를 점령하는 데 성공했지만, 지휘관 샤를의 사망으로 용병들의 불만이 커져 규율이 무너지고 결국 도시를 완전히 장악하게 되었다.",1
북부사단,"비야의 북부사단은 군사 계급을 도입하고 말을 이용한 신속한 병력 이동, 노획 무기를 활용한 중무장, 그리고 외국 용병들의 지원을 받으며 초기 형태의 기동 보병 전술을 구사했다.",1
대한민국의 IMF 구제금융 요청,"대기업 부도와 경기침체로 인해 고용 불안, 실질 임금 감소, 주식 및 부동산 가격 하락 등이라는 심각한 상황 속에서 소비는 급격히 감소했고, 1998년에는 마이너스 성장세를 기록하며 1997년 외환위기 이후 악화된 경제 상황이 가계 소비에 큰 타격을 입혔다.",1
을지문덕,한국에 전해 내려오는 초기 5언 4구 시가 이 글이다.,1
2016년 AFC U-19 챔피언십,"대회는 10월 13일부터 21일까지 진행된 조별 리그와 23일부터 30일까지 진행된 결선 토너먼트로 구성되어 있으며, 조별 리그 1, 2위 팀들이 결선 토너먼트에 진출하여 단판 승부로 8강전부터 시작하는 토너먼트를 치르게 된다.",1
함양향교,"고려 말 두문동 72현 중 한 사람인 덕곡 조승숙의 「명륜당기」에 따르면, 태조 7년(1398년) 전국적인 향교 설치령에 따라 세워진 것으로 추정된다.",1
버툭스 옴니,버툭스 옴니는 가상현실 기기에서 흔히 볼 수 있는 멀미 문제를 해결하기 위해 플레이어의 모션과 시각을 일치시키는 특징을 갖추고 있다.,1
이덕형 초상 초본,"조선 중기의 재상 이덕형(1561년~1613년)은 광주 이씨로, 본관은 광주, 자는 명보, 호는 한음, 쌍송, 포옹산인이며 시호는 문익이다.",1
체르멜로-프렝켈 집합론,여기서 formula_20은 비형식적으로 합집합을 나타내는 함수입니다.,1
T-50 골든이글,"IMFACC는 해외 비행훈련센터와 협력하여, 고등훈련기 T-50을 활용해 해당국 조종사를 우리 조종 교관이 교육한다.",1
사쿠라 (열차),"2011년 3월 12일 큐슈신칸센 개통과 함께 신오사카~가고시마추오 노선을 달리는 사쿠라급 열차가 처음 운행되었으며, 이는 침대열차 폐지 후 6년 만에 도입된 네 번째 열차급이자 산요 신칸센 히카리호를 대체하는 역할을 맡았다.",1
인터페론,"인터페론은 척추동물의 면역 세포에서 생성되는 자연 단백질로 바이러스, 박테리아, 기생충, 암세포 등 다양한 외부 침입자에 대한 면역 반응을 촉진합니다.",1
돈워리 뮤직,"곡 <걸을까>는 처음 제목을 <같이 걸을까>로 잡았으나, 이적의 노래 제목과의 겹침을 알게 되어 <걸을까>로 변경되었다.",1
GLUT4,"인슐린 수용체에 결합한 인슐린은 신호 전달 경로를 활성화시켜 GLUT4의 이동을 유도하는데, 이는 막 수용체의 리간드 결합이 세포 반응을 증폭시키는 예시이다.",1
제주 4·3 사건,"이범석 국무총리는 1949년 3월 13일 군, 경찰, 관료들에게 여순사건과 제주 4.3 사건을 3월 말까지 해결하라고 지시했다.",1
별일 없이 산다,"그는 군대 시절 악보 없이 통기타 하나로 작곡하며 동시에 멜로디를 익히고, 가사는 일기장에 적어 넣는 방식으로 작업했다고 설명했다.",1
오현근,8월 21일 KIA 타이거즈와 맞붙은 경기에서 두 번째 타자로 출장한 그는 중견수를 지키며 2루타를 두 번 쳤다.,1
국민총력천주교경성교구연맹,"1941년 2월부터 한국천주교주교회의가 발행하는 로마 가톨릭 잡지 《경향잡지》는 전시 체제 홍보를 위해 '국민총력'이라는 섹션을 신설하고, 1942년에는 지원병 모집을 위한 징병제 강연회를 개최하며 남상철과 신인식이 지방 순회 강연에 나섰다.",1
비에이리냐,포르투갈의 축구 선수인 아델리누 안드레 비에이라 프레이타스(1986년 1월 24일 출생)는 현재 그리스의 수페르리가 엘라다에서 PAOK 소속으로 윙어와 라이트백을 맡고 있다.,1
층 (수학),사토 미키오가 1958년 도입한 초함수 역시 층 이론을 활용하여 자연스럽게 정의될 수 있음이 밝혀졌다.,1
설인귀,"설인귀는 고구려 귀단성을 함락시키고 횡산에서 온사문 장군을, 석성에서 단기로 돌격하여 적의 궁수를 사로잡는 등 뛰어난 전략과 용맹함을 발휘하며 여러 승리를 거두었고, 이 공로로 좌무위장군에 임명되고 하동현남에 봉해졌다.",1
마닐라 대학살,"필리핀 전투는 이와부치 산지 해군 소장의 자살로 끝나고, 그 후 야마시타는 민간인 학살 책임으로 마닐라 군사재판에서 사형을 선고받았다.",1
반시온주의,"소련 공산당은 소비에트 대백과사전 제3판(1969-1978)에 현대 시온주의를 전투적 쇼비니즘, 인종주의, 반공주의, 반소비에트주의, 자유 운동과 소련에 대한 적극적이고 은밀한 전쟁으로 묘사했습니다.",1
전 (불교),"《사리불아비담론》의 저자에 대한 학설은 독자부, 정량부, 대중부의 세 가지로 나뉜다.",1
일라이저 매코이,매코이의 훈련 덕분에 그는 엔진의 문제점을 해결하고자 새로운 윤활제를 개발하여 열차가 멈추지 않고 훨씬 더 효율적으로 운행할 수 있게 했다.,1
라이트 판타스틱,"중세 기독교 교회는 자연과 빛에 대한 호기심뿐만 아니라 신자들의 설득과 동기를 위한 수단으로 빛을 활용했으며, 빛을 신성함과의 밀접한 연관성으로 여겨 우주 창조의 시작과 신앙을 더욱 숭고하게 묘사하는 데 사용했습니다.",1
일본국유철도 211계 전동차,"국철 근교형 전동차의 기본적인 구성을 따르면서도, 측면 출입문 위치를 약간 차단부쪽으로 옮기고 113계와 115계를 통합하여 세부 사양을 변경하여 양계열 교체에 대응하고 있다.",1
사마흔,"기원전 205년 팽성 대전에서 패배한 유방은 동예와 함께 항우에게 항복했고, 그 후 항우가 팽월을 공격하러 나가자 한나라의 조구가 도발에 넘어가 사수를 건너 한군에게 격파되어 자결했고, 새나라의 장사 예 역시 함께 자결했습니다.",1
바쿠가이,"2008년부터 중국인의 대량 소비가 주목받기 시작하며, 2009년에는 TV 방송에서도 이미 '바쿠가이'라는 용어가 등장하기 시작했고, 이후 2010년에는 다양한 프로그램에서 바쿠가이에 대한 보도가 늘어났다.",1
LSAT,"분석적 사고력을 평가하는 35분 길이의 부분은 일반적으로 논리 게임으로 알려져 있으며, 각각 5~8개의 문제로 이루어진 4개의 논리 퍼즐이 포함됩니다.",1
이누나키 터널,"신 이누나키 터널은 1994년에 개통된 1,560m의 직선 노선으로, 2차선 왕복 구조로 운영되며 이전 구 이누나키 터널을 대체하고 있다.",1
김종필,"그는 어린 시절부터 그림 실력이 뛰어났지만, 전문적인 교육을 받지 못하고 40대에 유화를 배우기 시작하여 화가로 성공했으며, 학업생활과 짧은 교사 경력을 뒤로 하고 사업을 통해 재력을 쌓았다.",1
타이구역,"1번과 2번 승강장은 섬식으로 구성된 하나의 승강장으로, 타이구역은 다른 역과 달리 선로와 승강장을 별개의 터널로 나누지 않고, 공간을 공유하고 있다.",1
장성 백양사 극락전 아미타회상도,"이 불화는 좌우대칭 구도를 갖지만 각 인물의 시선과 자유로운 구성으로 생동감 넘치는 작품성을 보이며, 18세기 후반 불화의 색감과 구도를 잘 보여주지만, 후대 덧칠로 인해 완성도가 떨어진 점이 아쉬운 부분이다.",1
청주 FC,"이기동이 2010년 시즌을 A조 6위로 시작했지만 후반기 몰아치며 최종 3위에 올라 2011년 FA컵 진출권과 올해의 페어플레이상을 획득하고,  홈 경기 관중 수도 18개 구단 중 가장 많았다.",1
리볼트,"최고속도와 가속력은 뛰어나지만 가벼운 무게 때문에 출력이 부족하며, 실제 성능은 RC 선택 화면에서 보이는 최고속도보다 낮다.",1
IKON,"2014년 6월, Team B는 7번째 멤버를 선발하는 리얼리티 서바이벌 프로그램 《믹스 앤 매치》에 참여하여, 정찬우를 포함한 최종 멤버로 결정되었다.",1
아야노 고,일본 남성 연기자,1
윤승호,"2010년 10월 14일, 전주지방법원 남원지원 형사합의1부는 윤승호씨를 대상으로 공직선거법 위반 혐의로 500만원의 벌금을 선고했다.",1
코마츠 유카,도호쿠 지진 이후 JNN·JRN '인연 프로젝트'의 일환으로 제작된 '앞을 향해서 걸어가자' 다큐멘터리의 내레이션을 맡았다.,1
김경호 (1964년),학생들의 학습 환경을 개선한다.,1
2020년 나고르노카라바흐 전쟁,"2020년 7월 아르메니아는 러시아와의 공동 항공 훈련을 시작하며 7월 충돌을 분석했고, 그 일주일 뒤 아제르바이잔은 터키의 참여를 받아 7월 말부터 8월 초까지 군사훈련을 진행했다.",1
용자왕 가오가이가,"초기 개발 단계의 GGG가 일본의 헌법에서 무기를 금지하는 조항에 영향을 받아 무기가 아닌 도구로 개발되었고, 염룡, 빙룡과 같은 비클머신은 인명 구조용으로 만들어졌으며, 가오가이의 디바이딩 드라이버, 초룡신의 이레이저 헤드, 카펜터즈 등도 도구로 분류된다.",1
전리함,"전쟁 기간 중 또는 전후, 획득한 전리함을 자국 해군에 편입하여 활용하기도 했지만, 적함의 규격 차이로 항상 효과적으로 사용될 수 있는 것은 아니었다.",1
여운홍,좌우 협력과 법안 개정위원회 참여,1
대한민국 헌법,"많은 나라의 헌법은 최고 기본법으로서 헌법전 형태로 제정되며, 이를 성문헌법이라고 부르는데, 반면 영국처럼 형식적인 헌법전이 없는 나라의 경우 불문헌법 또는 관습헌법으로 분류된다.",1
2016년 미국 대통령 선거 민주당 후보 경선,클린턴은 경선 전반에 걸쳐 1위를 지키며 6월 6일 누적 대의원 과반을 확보하여 대통령 후보로 확정되었다.,1
게임보이,게임보이의 후속 제품들.,1
미셸 드브레,"드브레 가문은 프랑스 역사에 크게 기여했으며, 특히 의학 분야에서 빛을 발했고, 미셸 드브레의 형제자매인 올리비에 드브레와 클로드 모노브로카와 같은 예술가도 이 가문 출신이다.",1
장준하,"지명관은 우리나라 지식인들이 앙가주망의 전통을 이어온 점을 칭찬하며, 장준하 선생을 특별한 인물로 꼽았다.",1
분자생물학,"제한효소 처리된 DNA 샘플은 겔 전기영동으로 분리되고, 모세관 현상을 통해 막으로 이동시킨 후 특정 서열과 결합하는 탐침을 사용하여 검출한다.",1
성균관대학교,"성균관대학은 1953년 종합대학으로 승격 후 삼성문화재단, 봉명재단, 그리고 다시 삼성그룹이 차례로 운영을 맡았으며, 1979년 수원시에 자연과학캠퍼스가 신축되어 서울 종로구의 인문사회과학캠퍼스와 함께 이원화 캠퍼스 운영 체제를 갖추게 되었다.",1
박규수,"1862년 진주민란이 확산되자 안핵사로 나가 사태 해결을 책임지고 백성들의 어려움을 보고 세금 감면과 구휼을 주청하여 이루어냈으며, 삼정의 문란을 해결하기 위해 조정의 중론을 모을 특별기구 설치를 건의하여 삼정이정청 설치에 기여하고 동년 10월 이조참의로 승진했다.",1
비디오 게임의 역사,1997년 노키아 6110에 《스네이크》가 탑재되면서 휴대폰은 간단하지만 즐길 수 있는 게임을 통해 새로운 비디오 게임 플랫폼으로 자리매김하기 시작했다.,1
짐 빔,짐 빔은 미국을 넘어 전 세계적으로 인기를 얻고 있습니다.,1
아소카의 기둥,허름해진 기둥들.,1
대한민국의 상속법,"상속인이 전문가가 아니더라도, 심의 판단과는 달리 상고심에서 소멸시효 항변이 기각될 가능성이 있다.",1
분해 증명,분해 증명은 논리학에서 두 명제가 논리합으로 연결된 상황에서 추가 명제를 통해 증명을 이끌어내는 방법론이다.,1
크리스티안 2세,"1520년, 외국 용병들과 함께 스웨덴 섭정 스텐 스투레 덴 윙레를 몰아내고, 덴마크와의 협정을 통해 스웨덴 법률에 따라 스웨덴 국왕에 즉위했다.",1
메멘토 (영화),"단기 기억상실증을 앓는 전직 보험 수사관 레너드는 아내의 살해 사건을 풀기 위해 폴라로이드 사진, 메모, 문신 등을 활용하지만, 시간이 흐르면서 자신의 기억조차도 변조되고 주변 인물들의 진실은 흐릿해진다.",1
마쓰이 히데키,"개막 경기 8번 타자로 시작했으나, 좋은 타격 감을 보여 4월~5월에는 개인 최다인 19경기 연속 안타를 기록하며 타율이 3할 3푼 7까지 올라 수위 타자에 오르기도 했다.",1
화랑대연구소,2011년 북한 화생무기 위협과 한국 안보정책을 주제로 국제학회가 열렸다.,1
와이탕이 조약,영어와 마오리어본으로 쓰여진 조약의 구성은 동일하지만 용어와 표현의 차이가 현재까지 이어지는 분쟁의 근본 원인이다.,1
이브레아,"2018년 7월 1일, 20세기 산업 도시로 유명한 해당 지역이 유네스코 세계문화유산으로 등재되었다.",1
외설 문학,"D.H. 로렌스는 사랑을 주제로 다룬 작가로 알려져 있지만, 그의 작품은 종종 낭만적인 사랑보다는 성적 고통이나 성적 행위 자체와 같은 덜 로맨틱한 측면을 다루었습니다.",1
정노식,"1946년 여운형, 허헌, 박헌영, 김원봉 등 민주주의민족전선 중앙 집행위원들은 각종 임원직을 맡으며 활동했다.",1
2014년 FIFA 월드컵 A조,"멕시코 골키퍼 기예르모 오초아는 네이마르와 파울리뉴, 치아구 시우바 등 브라질 선수들의 여러 위협적인 공격들을 막아냈다.",1
요이치정,"요이치는 동쪽으로는 강가 구로카와 지역과 북쪽 해안의 오카와 지역으로 이어져 주택이 많고, 동부는 와인 포도와 사과 농장이 즐비하며, 삿포로에서 오타루, 요이치, 니키까지 이어지는 JR하코다테선과 국도 5호선이 지나간다.",1
박천군,"1954년부터 1997년까지 이 지역은 녕변군, 운전군, 안주군으로부터 일부 지역을 편입받으며, 1997년에는 맹중리가 맹중로동자구로 변경되었다.",1
서브프라임 모기지 사태,서브프라임 모기지 사태는 2007년부터 2010년까지 미국을 중심으로 발발하여 국제 금융 시장에 심각한 신용 위기를 초래하고 2007-2008년 세계 금융 위기를 야기한 전 세계적인 금융 위기였다.,1
그레고리오 대학교,"대학 도서관은 80만 권의 책과 3,500권의 잡지, 6개의 독서실, 400개의 좌석을 갖추고 있다.",1
수원보호관찰소 성남지소,성남보호관찰소 이전에 대한 학부모들의 집단 반발을 이끌었던 '성남보호관찰소이전반대학부모범대책위원회'가 이전 백지화와 시청의 지원 약속을 받고 공식 해산했다.,1
강음 단씨,후손들은 화산군으로 추봉된 단만리를 중시조로 삼아 황해도 강음(금천군)을 본관으로 삼았다.,1
송림동,"송림동은 만수산(현 수도국산)에 많은 소나무가 있어 옛날에는 송림리라 불리며, 부모를 섬기고 학문을 중시하는 풍습이 있어 주변 마을들의 시선을 사로잡았던 곳이다.",1
월트 디즈니 애니메이션 스튜디오,"월트 디즈니 애니메이션 스튜디오는 1937년 백설공주와 일곱 난쟁이로 시작된 월트 디즈니 회사의 핵심 부분으로, 2007년까지 월트 디즈니 피처 애니메이션이라는 이름으로 운영되었습니다.",1
모잠비크 내전,"모잠비크 내전은 FRELIMO와 RENAMO 간의 충돌로 100만 명 이상의 사망자와 500만 명의 내전 난민을 초래하며, 모잠비크의 사회 인프라를 심각하게 파괴하고 인권 침해로 이어졌습니다.",1
삼박,"박은 번뇌의 다양한 이름 중 하나로, 마음을 얽매여 벗어나지 못하게 하는 굴레를 상징하며, 이염으로 나아가는 마음을 막고 생사의 감옥에 가두는 것을 의미한다.",1
눈물을 마시는 새,"22살이 되어 성인이 된 나가의 문화 중심지 '하텐그라쥬'에서 살던 소년 륜 페이는 심장 적출식에 참가하게 되지만, 심장 파괴로 죽은 아버지를 떠올리며 두려워하며, 친구 화리트 마케로우의 살해를 목격하고 그의 부탁을 들어 심장 적출을 거부하고 북쪽으로 올 구출대를 찾아 떠난다.",1
엑스파일,"KBS 2TV 방영 이후 높은 인기를 얻자 2003년부터 2007년까지 우리말 더빙판이 시즌 1부터 7까지 출시되었지만, 저작권 문제와 폭스코리아의 내부 문제로 2006년부터 시즌 8~9 더빙판은 나오지 못하고 결국 폭스코리아는 한국 시장에서 철수했다.",1
루시페린,"루시페린을 활용한 생물 발광은 매우 효율적이며, 개똥벌레의 경우 화학 반응을 통해 약 40%의 에너지를 빛으로 전환하는 반면, 일반적인 전구는 에너지의 10%만을 빛으로 변환하여 나머지는 열로 방출된다.",1
김정희,"1810년(순조 10년), 24세의 김정희는 아버지 김노경의 청나라 사신행에 따라가 6개월간 청나라에 머물며 옹방강, 완원 등 유명 학자로부터 고증학을 배우고 《소재필기》를 선물받았으며, 조선 복귀 후 서신을 주고받았다.",1
조미 수호 통상 조약,"1882년 5월 22일, 제물포에서 조선의 신헌, 김홍집과 미국의 로버트 윌슨 슈펠트가 체결한 조약으로, 조선이 서양 국가와 처음으로 맺은 수호 통상 조약이다.",1
인도 공과대학교,"인도 공과대학교는 인도에서 수여되는 공학 박사 학위의 약 80%를 차지하는 23곳의 인도 공과대학교, 31곳의 국립 공과대학교, 인도 과학원과 함께 박사(PhD) 학위를 수여한다.",1
도미니크 얀선,"도미니크 얀선은 2018년에 브랜던 블러드워스와 결혼하여 성씨를 바꾸었지만, 2020년에 이혼하면서 원래 성씨로 돌아갔다.",1
조헌 관련 유품,"유품에는 조천일기, 임명장인 교지, 의병장 제수교서, 조헌종사문묘 교서, 치제문 등이 있는데, 조천일기는 조헌이 선조 7년 명나라에 파견되었을 때 남긴 일기로, 영조 10년에 왕명으로 간행되었다.",1
조지아의 역사,"10세기 말 쿠로팔라테 다비트가 카르틀리-이베리아 백작령을 왕국으로 만들고 이후 그의 삼촌 데오도시우스 사후, 바그라트 3세가 압하지야를 점령하며, 1001년에는 다비트 사후 타오-클라르제티를 병합하면서 1008년~1010년에 카케티와 헤레티를 합병하여 조지아를 통일한 첫 번째 왕이 되었다.",1
외계의 지적생명탐사,"외계 생명체에 대한 탐구는 오랜 역사를 자랑하며, 우주론과 생명 진화론의 발전으로 인해 그 존재 가능성이 더욱 높아지면서 드레이크 방정식을 통해 과학적 증명을 위한 노력이 지속되고 있으며, SETI 프로젝트가 그 일환으로 활발히 진행되고 있다.",1
당산역,"서울 지하철 2호선은 2면 2선 상대식 승강장, 9호선은 1면 2선 섬식 승강장을 사용하며, 두 노선 모두 스크린도어가 갖춰져 있다.",1
미녀들의 수다,"채리나의 조선족 출신이 드러난 후, 그녀가 이 사실을 숨겼을 가능성이 논란이 되었다.",1
상황적 리더십 이론,"이 모델은 상황적 리더십 모형Ⅰ과 유사한 구조를 따르지만, 팀원의 성숙도를 '팀원 발달단계'로 재정의하고, 이는 역량과 의욕 두 가지 차원으로 분석된다.",1
한화 이글스,"1990년 빙그레 이글스는 정규 시즌 3위를 차지했으나, 장종훈 등 주요 선수들의 부상과 북일파, 비북일파 갈등 속에서 준플레이오프 2연패를 당하며 시즌을 마감했다.",1
프랑스령 폴리네시아의 코로나19 범유행,"80명이 격리에서 풀려나 완치되었고, 나머지 확진자들은 집이나 전용 숙소(28명)에서 격리 중이며, 현재 CHPF에는 4명이 입원 중이다.",1
스피드스케이팅,"400m 코스는 인코스와 아웃코스로 나뉘어 2인 1조로 출발하여 정해진 교차구역에서 주기적으로 활주로를 바꿔가며 경주하며,  빠른 순서대로 순위를 매김하며, 최근에는 3인 1조로 구성된 팀추월 경기도 열리고 있다.",1
릴로 &amp; 스티치,스티치를 잡아오라는 명령을 받은 이유는 은하계 지도자로서 과거의 실수를 갚아야 했기 때문이다.,1
2017년 판문점 조선인민군 병사 귀순 총격 사건,"2017년 11월 13일, 판문점에서 조선인민군 하전사 오청성이 남쪽으로 귀순 시도 중 다른 조선인민군 병력의 총격을 받아 심각한 부상을 입고 대한민국으로 긴급 후송되는 사건이다.",1
조지아주,"1922년 리베카 L. 펠턴은 토머스 E. 왓슨 상원의 자리에 임명되어 여성 최초의 미국 상원이 되었으나, 월터 F. 조지에 의해 즉시 후임자가 지정되었다.",1
마쓰이 히데키,11월 9일 양키스와의 계약 만료 후 FA 신청을 하고 12월 16일 로스앤젤레스 에인절스와 650만 달러의 단년 계약을 체결하며 등번호 55번을 달고 에인절스에 입단했다.,1
서산군 (왕족),경기도 연천군 미산면에 위치한 백석리 산28-2번지,1
루이 필리프 1세,"영국의 정치 시스템을 본받아 통치한 그는 부르주아 계급이 부를 축적하는 동안 노동자들은 착취받아 끊임없이 반기를 들었고, 이는 결국 그의 몰락으로 이어졌다.",1
암흑 에너지,인류 원리의 주장을 지지하는 우연의 일치 문제를 해결하기 위해 퀸트에센스 모형은 암흑 에너지가 작용하기 시작하는 시점을 자연스럽게 설정하는 '추적기' 메커니즘을 제시한다.,1
아나 마리아 포페스쿠,"왼손목 부상으로 4개월간 휴식을 취한 후, 포페스쿠는 2010년 파리 세계 펜싱 선수권 대회에서 단체전 우승을 이끌었고, 2011년에는 개인전 금메달과 동메달을 획득하며 루마니아 여자 에페 국가대표팀이 '파워 프라프 걸스'로 불리게 되었다.",1
사카타 쇼이치,"그는 도쿄시 고지마치구 출신으로, 구제 고난 고등학교를 졸업하고 1933년 교토 제국대학 이학부 물리학과를 졸업하며 이화학연구소, 오사카 제국대학, 교토 제국대학 강사를 거쳐 1942년 나고야 제국대학 교수가 되었다.",1
에른스트 비트,"1911년 6월 26일, 당시 독일령이었던 알스섬에서 태어난 에른스트 비트는, 그의 아버지 하인리히 비트가 중국에서 선교 활동을 하던 중 2년간의 휴가 동안 알스섬에서 태어났다.",1
제임스 와트,"이 모델의 실용화는 커다란 실린더와 피스톤의 정밀 제작에 어려움을 겪으며, 당시 기술 수준과 자본 부족으로 인해 지연되었다.",1
버지니아 울프,"1907년부터 1930년까지 런던 블룸즈버리 구에 위치한 클라이브 부부와 버지니아 스티븐의 집에서 자주 모인 작가들 그룹을 지칭하며, 진실, 선, 미의 정의를 재정의하고 기존 관념에 도전하는 사고방식을 보여준다.",1
허버트 후버,"대공황이라는 격변 시대에 대통령직을 수행했던 후버는 실책으로 인해 국민들의 비난을 받았고, 이에 뉴딜정책을 약속한 루스벨트가 승리하며 새 시대를 열었다.",1
럭스 (밴드),"2010년 7월 18일 새벽, 보컬 원종희는 만취 상태로 부산 남구 대연동 모 식당에 침입하여 한우 1.5kg를 훔쳐 불구속 입건되었다.",1
레즈비언,세종의 며느리이자 문종의 아내였던 순빈 봉씨는 사랑을 받지 못하자 다른 궁녀에게 동성애적인 마음을 표현하기도 했다.,1
허리케인 아이린,8월 15일 아프리카 서해안에서 시작된 열대파가 대서양으로 진출하며 8월 20일 소안틸레스 근해에서 열대폭풍 아이린으로 진화했다.,1
심박수,"심박수는 혈관의 박동이 느껴지는 곳에서 측정하며, 손가락으로 압박하여 동맥을 눌러 측정할 수 있으며, 엄지손가락은 측정 시 강한 압력으로 인해 정확도를 떨어뜨리기 때문에 사용하지 않는다.",1
우리들의 일그러진 영웅 (영화),"1960년 봄, 서울의 한 학교에서 새로 부임한 김정원 선생님은 6학년 2반을 맡게 되고, 진실과 자유를 강조하며 수업을 시작하지만, 반 학생들이 모두 엄석대를 급장으로 추천하고, 엄석대가 겉으로는 모범생처럼 보이지만 실제로는 부정행위를 하는 모습을 발견하며 의문을 품게 된다.",1
로베르 왕조,테루안느 귀족에 대한 가설.,1
보그다노프 사건,보이트의 이론물리학계에 대한 비판은 이 사건과 이론물리학 논문 평가 방식의 문제점을 잘 드러내고 있다.,1
민네장,"그 마음, 정말 칭찬할 만하다.",1
창원시,"창원분지를 구성하는 지층은 주로 신라통과 불국사통에 속하며, 각 시기별로 진동층, 정병산층, 팔룡산응회암, 주산안산암질암, 마산암 등이 번갈아 퇴적되고 분출되었다.",1
한국의 가곡,"1929년, 미국에서 수학한 현제명은 이은상의 작사곡인 <고향생각>과 자작시인 <황혼의 해변>, <새벽 종소리>에 곡을 붙여 발표했다.",1
아동 학대,"심리학자 앨리스 밀러에 따르면, 수치심을 주거나 때리거나 얼굴을 때리는 행위는 즉각적인 상처가 드러나지 않더라도 아동의 자존감과 존엄성을 해치기 때문에 학대의 일종으로 간주된다.",1
철인 28호 (1963년 애니메이션),"1963년부터 1966년까지 방영된 요코야마 미쓰테루 만화 《철인 28호》를 원작으로 한 첫 애니메이션이자, 동명 로봇의 이름이자 주제곡이기도 하다.",1
알리폰소 5세,"1428년, 알리폰소는 에티오피아의 예샤크 1세로부터 무슬림들을 상대하는 동맹과 인판테인 페르난도와 황제의 딸의 결혼, 그리고 장인 무리 파견을 위한 서신을 받았다.",1
2016년 중화민국 총통 선거,쯔위 청천 백일 만지 홍기 사건.,1
독일철도,"운영 방식은 EC와 ICE의 두 가지로 나뉘며, 국외 이동 열차는 국내 및 국외 노선을 모두 운행하고, 야간 열차 노선을 운영하는 CNL도 있습니다.",1
독도의 역사,1770년경 제작된 정상기의 동국대지도에는 우산도가 가장 오른쪽에 표시되어 있다.,1
중간값 정리,연속 함수 formula_1이 다음 조건을 충족시킨다고 가정해 보자.,1
해외부패방지법,"워터게이트 사건과 록히드 사건을 계기로 미국 여론의 분노가 폭발하고, 카터 행정부는 '도덕 외교'를 내세워 국제적인 반부패 움직임을 촉발시켰다.",1
이을용,"요하네스 본프레러 감독 아래 국가대표팀에서 벗어났지만, 딕 아드보카트 감독이 취임하면서 15개월 만에 복귀하여 2006년 FIFA 월드컵에 참가했다.",1
소학언해,"너를 술에 흔들리게 하지 않고, 미친 듯한 약물처럼 잠재된 본성을 다스려라.",1
기아 콤비,"1983년 AM807의 후속 차종으로 출시된 이 차량은 마쓰다 파크웨이의 2세대를 기반으로 하였고, 1988년과 1993년에 각각 AM815와 AM825 하이 콤비로 페이스 리프트를 거쳐 외관 디자인과 로고가 변화했습니다.",1
빌/비엔-베른 철도,"빌-베른선의 레기오익스프레스는 30분 간격으로 슈타들러 KISS 또는 IC2000 더블데크 열차로 운행되며, 리스에서 25분 정도 소요되어 SBB에서 운영합니다.",1
조지아의 역사,"미헤일 사카시빌리, 니노 부르드자나제, 주랍 즈바니아를 중심으로 한 민주주의 연합은 2004년 11월 2일의 부당한 선거에 반대하여 폭발적인 시위를 일으키고 결국 셰바르드나제 대통령의 사임으로 이어졌다.",1
마이클 오웬,"2007년 말, 뛰어난 활약을 펼치던 오웬은 2중 탈장으로 수술을 받고 한 달간 경기에 나서지 못했지만, 수술 후 첫 복귀전에서 에버턴과의 경기에서 교체 투입 후 결승골을 기록하며 뉴캐슬의 승리에 기여했다.",1
신흥우,"한성덕어학교 재학 중, 학생 토론회를 주최하며 독일어학과 학생회 대표로서 과격한 정치개혁을 주장하여 황제에 대한 반역 혐의로 한성감옥에 수감되었고, 이승만과 함께 감옥 내에서 죄수들을 위한 교육 및 계몽 운동을 펼치며 영어 학습을 이어나갔다는 일화가 전해진다.",1
가시마 임해 철도 오아라이카시마선,"아래 표는 오아라이가시마 선의 최근 수송 실적을 보여주며, 수송 인원은 연도별로 만명 단위로 제시됩니다.",1
개신교,"구세군은 군대식 조직 구조를 가지며, 성직자를 사관, 신학교를 사관학교, 교인을 병사 또는 군우라고 부르며, 윌리엄 부스의 '빵과 복음' 사상에 따라 전도와 사회봉사를 병행한다.",1
